secao,chave,canal,marca,alvo_proposto,ofertas_afetadas,composicao_empirica,componentes,unidades,pedidos_de_evidencia,ultima_evidencia,evidencia,alerta,responsavel,estado,decidido_em,observacao
chave_de_canal,40049,tiktok,kokeshi,,1,sim,3,3.0,27,2025-11-30 14:59:45,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40050,tiktok,kokeshi,,1,sim,2,2.0,13,2025-11-30 17:33:57,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40052,tiktok,kokeshi,,1,sim,7,7.0,35,2025-11-30 17:57:06,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40053,tiktok,kokeshi,,2,sim,3,5.0,66,2025-11-30 19:58:52,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40054,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40055,tiktok,kokeshi,,2,sim,2,2.0,38,2025-11-30 19:08:36,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40056,tiktok,kokeshi,,1,sim,3,3.0,158,2025-11-30 22:43:30,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40057,tiktok,kokeshi,,1,sim,4,4.0,121,2025-11-30 21:56:35,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40058,tiktok,kokeshi,,1,sim,2,2.0,8,2025-11-30 14:24:40,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40059,tiktok,kokeshi,,1,sim,2,2.0,2,2025-11-28 10:48:39,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40060,tiktok,kokeshi,,1,sim,4,4.0,29,2025-11-30 20:37:04,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40061,tiktok,kokeshi,,1,sim,4,4.0,11,2025-11-30 16:12:02,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40062,tiktok,kokeshi,,1,sim,2,2.0,4,2025-11-27 19:04:13,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40063,tiktok,kokeshi,,1,sim,3,3.0,40,2025-11-30 22:23:29,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40064,tiktok,kokeshi,,1,sim,3,3.0,1,2025-11-13 13:54:14,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40065,tiktok,kokeshi,,1,sim,3,3.0,78,2025-11-30 23:43:50,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40066,tiktok,kokeshi,,1,sim,3,3.0,63,2025-11-30 12:18:39,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40067,tiktok,kokeshi,,1,sim,2,2.0,2,2025-11-18 07:14:33,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40068,tiktok,kokeshi,,1,sim,2,2.0,20,2025-11-28 21:56:11,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40069,tiktok,kokeshi,,1,sim,3,3.0,12,2025-11-21 07:31:36,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40070,tiktok,kokeshi,,3,sim,2,2.0,10,2025-11-24 22:36:33,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40071,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40072,tiktok,kokeshi,,1,sim,2,2.0,5,2025-11-11 12:03:29,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40073,tiktok,kokeshi,,1,sim,2,2.0,3,2025-11-21 07:30:14,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40074,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40075,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40077,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40078,tiktok,kokeshi,,1,sim,2,2.0,8,2025-11-28 21:21:02,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40079,tiktok,kokeshi,,1,sim,3,3.0,1,2025-11-18 13:54:59,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40080,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40081,tiktok,kokeshi,,1,sim,7,7.0,4,2025-11-21 07:30:51,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40082,tiktok,kokeshi,,1,sim,4,4.0,8,2025-11-27 10:43:15,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40083,tiktok,kokeshi,,1,sim,2,2.0,6,2025-11-28 23:45:55,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40084,tiktok,kokeshi,,1,sim,4,4.0,1,2025-11-29 06:49:47,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40085,tiktok,kokeshi,,1,sim,4,4.0,19,2025-11-30 22:21:14,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40086,tiktok,kokeshi,,2,sim,3,4.0,5,2025-11-20 07:29:13,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40087,tiktok,kokeshi,,1,sim,2,2.0,1,2025-11-03 15:42:44,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40088,tiktok,kokeshi,,1,sim,2,2.0,4,2025-11-27 21:26:54,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40089,tiktok,kokeshi,,1,sim,4,4.0,2,2025-11-24 23:18:18,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40090,tiktok,kokeshi,,1,sim,4,4.0,39,2025-11-30 20:40:06,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40091,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40092,tiktok,kokeshi,,4,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40093,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40094,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40095,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40096,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40097,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40098,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40099,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40100,tiktok,kokeshi,,3,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40101,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40103,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40104,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40105,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40106,tiktok,kokeshi,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40107,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40108,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40109,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40110,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40111,tiktok,kokeshi,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40112,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40113,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40114,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40115,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40116,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40117,tiktok,kokeshi,,1,nao,3,3.0,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40118,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40119,tiktok,kokeshi,,2,nao,5,5.0,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40120,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40121,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40122,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40123,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40124,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40125,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40126,tiktok,kokeshi,,1,nao,3,3.0,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40127,tiktok,kokeshi,,1,nao,4,4.0,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40128,tiktok,kokeshi,,1,nao,3,3.0,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40129,tiktok,kokeshi,,1,nao,6,6.0,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40130,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40131,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40132,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40133,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40134,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40135,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,V40027,tiktok,kokeshi,,1,sim,4,4.0,2,2025-11-27 20:34:51,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40028,tiktok,kokeshi,,1,sim,4,4.0,2,2025-11-19 10:29:42,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40029,tiktok,kokeshi,,1,sim,4,4.0,6,2025-11-28 09:05:04,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40031,tiktok,kokeshi,,1,sim,5,5.0,16,2025-11-30 11:21:45,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40032,tiktok,kokeshi,,1,sim,5,5.0,32,2025-11-30 22:18:06,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40033,tiktok,kokeshi,,1,sim,5,5.0,18,2025-11-30 17:44:24,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40034,tiktok,kokeshi,,1,sim,2,2.0,2,2025-11-29 18:35:43,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40035,tiktok,kokeshi,,1,sim,2,2.0,10,2025-11-30 17:21:27,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40036,tiktok,kokeshi,,1,sim,2,2.0,5,2025-11-30 23:50:47,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40037,tiktok,kokeshi,,1,sim,4,4.0,24,2025-11-30 19:26:37,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40038,tiktok,kokeshi,,1,sim,4,4.0,58,2025-11-30 19:30:24,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40039,tiktok,kokeshi,,1,sim,4,4.0,49,2025-11-30 16:48:40,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40040,tiktok,kokeshi,,1,sim,3,3.0,1,2025-11-17 23:08:24,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40041,tiktok,kokeshi,,1,sim,3,3.0,2,2025-11-26 21:40:23,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40042,tiktok,kokeshi,,1,sim,3,3.0,1,2025-11-16 22:47:46,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,V40043,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,V40044,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,V40045,tiktok,kokeshi,,1,sim,2,2.0,1,2025-11-21 15:28:46,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT001,shopee|tiktok,lescent,,3,sim,5,5.0,48,2026-09-24 22:31:33,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT002,shopee|tiktok,lescent,,2,sim,2,2.0,4,2026-07-26 13:15:02,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT003,shopee|tiktok,lescent,,2,sim,9,9.0,3,2026-09-19 17:33:12,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT004,shopee|tiktok,lescent,,2,sim,3,3.0,168,2026-09-24 21:37:40,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT005,shopee|tiktok,lescent,,2,sim,7,7.0,6,2026-09-23 22:00:25,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT006,shopee|tiktok,lescent,,2,sim,4,4.0,2,2026-09-20 20:40:44,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT007,shopee|tiktok,lescent,,2,sim,5,5.0,12,2026-09-23 15:10:35,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT008,shopee|tiktok,lescent,,2,sim,10,10.0,3,2026-09-24 10:44:32,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT009,shopee|tiktok,lescent,,2,sim,4,4.0,185,2026-09-24 16:11:39,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT010,shopee|tiktok,lescent,,2,sim,4,4.0,4,2026-08-31 15:06:28,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT011,shopee|tiktok,lescent,,2,sim,8,8.0,3,2026-09-19 20:14:05,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT012,shopee|tiktok,lescent,,2,sim,4,4.0,3,2026-09-13 19:53:11,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT013,shopee|tiktok,lescent,,2,sim,2,2.0,43,2026-09-10 12:57:56,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT014,shopee|tiktok,lescent,,2,sim,2,2.0,1,2026-07-12 10:43:07,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT015,shopee|tiktok,lescent,,2,sim,5,5.0,2,2026-09-05 22:46:50,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT016,shopee|tiktok,lescent,,2,sim,4,4.0,1,2026-09-22 02:11:13,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT017,shopee|tiktok,lescent,,2,sim,5,5.0,5,2026-09-09 12:30:29,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT018,shopee|tiktok,lescent,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DFASJKHR_SHOP,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,IMUNO-ANTIOXI90-SHOP,shopee|tiktok,rituaria,,2,sim,2,2.0,1,2025-11-26 13:07:59,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MKPPRENACMAG,shopee|tiktok,rituaria,,2,sim,3,3.0,902,2026-09-22 09:49:52,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MKPUNIFANTI,shopee|tiktok,rituaria,,2,sim,2,2.0,2,2026-05-18 22:39:09,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,ML2PREBIOTICA,shopee|tiktok,rituaria,,3,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,ML2UNIFO,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,ML3COMPLEXOB,tiktok,rituaria,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,ML3FABULOSA,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,ML3PREBIOTICA,shopee|tiktok,rituaria,,3,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,ML3UNIF,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLANTIOXNFABU,shopee|tiktok,rituaria,,3,sim,2,2.0,7,2026-09-01 21:55:41,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLAVANRENO,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLBRAIN4MAG,shopee|tiktok,rituaria,,2,sim,2,2.0,142,2026-09-22 19:40:08,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLBRAINPREB,shopee|tiktok,rituaria,,2,sim,2,2.0,26,2026-09-21 19:20:41,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLBRAINPREB4MAG,shopee|tiktok,rituaria,,2,sim,3,3.0,44,2026-09-22 14:33:33,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLCOMPLETAO,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLESSENCI,tiktok,rituaria,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLESSENCIAL,shopee|tiktok,rituaria,,6,sim,2,2.0,5,2026-06-26 13:43:26,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLESSENIMUNI,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLESSENPREBI,shopee|tiktok,rituaria,,3,sim,3,3.0,2,2025-11-13 16:44:48,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLFEMMEJUICY,shopee|tiktok,rituaria,,2,sim,2,2.0,1,2026-07-29 11:16:18,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLFEMMEJUICYMIX,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLFEMMEMIXER,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLIPECIRCU,shopee|tiktok,rituaria,,2,sim,2,2.0,13,2026-09-21 00:01:00,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLJUICYMIXER,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLLIMPDUPL,shopee|tiktok,rituaria,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLMAGCOMB,shopee|tiktok,rituaria,,2,sim,2,2.0,112,2026-09-21 07:37:56,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLMAGNAC,shopee|tiktok,rituaria,,4,sim,2,2.0,452,2026-09-22 13:15:19,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLMAGNACOMB,shopee|tiktok,rituaria,,2,sim,3,3.0,140,2026-09-22 11:19:17,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLMAGPIC,shopee|tiktok,rituaria,,2,sim,2,2.0,107,2026-09-22 05:58:01,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLMAGPICOMB,shopee|tiktok,rituaria,,2,sim,3,3.0,11,2026-09-14 22:10:10,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLMAPINACOMB,shopee|tiktok,rituaria,,2,sim,4,4.0,930,2026-09-22 16:16:47,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLNUTRI4MAG,shopee|tiktok,rituaria,,2,sim,2,2.0,5,2026-09-21 19:07:51,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLNUTRIPREB,shopee|tiktok,rituaria,,2,sim,2,2.0,7,2026-09-22 00:22:39,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLNUTRIPREB4MAG,shopee|tiktok,rituaria,,2,sim,3,3.0,7,2026-09-21 09:55:56,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLPICNACMAG,shopee,rituaria,,1,sim,3,3.0,1403,2026-09-22 14:57:30,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLRITUALIMUNI,shopee|tiktok,rituaria,,4,sim,2,2.0,23,2026-09-21 19:30:22,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLRITUALINTER,shopee|tiktok,rituaria,,3,sim,4,4.0,1,2026-05-20 09:10:47,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLRITURUGA,shopee|tiktok,rituaria,,2,sim,2,2.0,2,2026-05-15 13:48:43,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLROSALUMI,shopee|tiktok,rituaria,,2,sim,2,2.0,1,2026-07-11 09:12:07,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,MLTRIOUNIF,shopee,rituaria,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,MLUNIFHIDRA,shopee|tiktok,rituaria,,2,sim,2,2.0,1,2025-11-30 00:53:10,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,RITUAL-FABULOSO_SHOP,shopee|tiktok,rituaria,,3,sim,2,2.0,1,2026-07-18 13:11:44,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,VERAORITU,shopee,rituaria,,1,sim,2,2.0,62,2026-09-20 20:01:33,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
de_para_protheus,BB04020,,barbours,BB03024,,,,,,,mesmo codigo Bling 90009 na mesma marca; 'Gel Esf Pessego 30G' (EAN 7908357405994) x 'Gel Esf Pessego 30G' (EAN 7908357405994),,,PENDENTE,,
de_para_protheus,KBB99011,,barbours,KBB99007,,,,,,,mesmo codigo Bling 30040 na mesma marca; 'Caixa com 3 brindes surpresa' (EAN 4000000000011) x 'Caixa com 2 brindes surpresa' (EAN 4000000000007),EAN divergente ou ausente (4000000000011 x 4000000000007): pode ser produto distinto compartilhando codigo Bling. Conferir antes de aprovar.,,PENDENTE,,
